id,tweet,target
2483,I need a Harry Hug. Just a hug  nothing else. ,0
2484,This has been a long night .,0
2485,Joker s job is to make public smile &amp  not spread hatred by d way.  Ra Bies,0
2486,When you go do that it makes me feel like I m horrible at it I m sorry,1
2487,Any NA gamers out there? I ve got no friends here .,0
2488,122   ???????????????????????????????????  ???????????????????????????????????????????????????????????   ???????????????????????????   ??????????????????????????????????????????????   ????????????????????????   ????????????????????????????w   ????????????????????????????????????   ???????????,0
2489,No one understands me . myself included .,1
2490, CPC HQ Immature .and Trumpy. Sad one guys ï Does this represent the intelligence and moral depth of CPC ?  bully  notinmycanada,1
2491,Spread  hope   peace   love and  joy NOW   TuesdayThoughts,0
2492,You don t have to be sad because of depression  Get help. Get clear ,0
2493,Once she said you are my world  now she is saying not only you exist in the earth.  pain   heartbreaking,1
2494,I ve been impressed by Karanka at Middlesbrough. Of course we ll stick with Martinez until he decides to leave. Becoming,0
2495, Angieavlianos Hey Angie  please see your local dealer  they re happy to assist     ,0
2496,give up on wow   carnt play my mage and carnt even pay to change its class so im stuck with a lvl 100 mage    ,0
2497,Mystery solved. No wonder I m a   ??? ???  pic.twitter.com axTpaQ3h0t,0
2498,Thank you   realDonaldTrump  for using the Afghanistan policy of  44 . he was pretty smart   n nP.S. Do not look directly at the sun   bad,0
2499,ain t no sunshine when she s away  ô´ ,0
2500, or being in heat is not sufficient reason to jump into . That s how people get hurt  cycle of pain happens. ,0
2501, or ? National  Prevention Lifeline offers help  24 7. 1 800 273 TALK  8255 ,0
2502,God s  is the antidote to . He will never leave us. ,0
2503,I just feelso defeated by life at the moment,1
2504, oh dear  that ending was depressing  Nothing says Merry Christmas like a murder  plot twist suicide ??  ,0
2505,Just watched The Hobbit The Battle of The Five Armies . I am weak . so so so damn weak .       . ,0
2506,it takes sadness to know happiness nabsence to value presence,0
2507,Always sad on New Year ???  Diff time of year 4 lot ppl. Always the hope the next year will b better.  wd b nice 2  ,0
2508, talkfreelyalway  westbrookdanni Haha   èºit s nice to know you take the time to find out so much about me too  flattered   ,0
2509,This weekend is the end of bow hunting season. ,0
2510, Originalmalik2K  youFamousEnough  AnthonyMuraco Gg bro shouldn t have lost but it s cool,0
2511,  another great talent lost to us. songs stay with us forever. Odd but last Christmas playing everywhere this yr.,0
2512,sometimes loneliness is more than just being alone in life. it s the idea of doubt  loss and emptiness. it can be having a family but yet noone to talk to about your problems.     ,0
2513,Had the best week w my ppl but wish there didn t have to be another goodbye,0
2514,Not only have I posted a blog post daily for 2 months I ve also filmed and uploaded a daily vlog whilst being severely  ,1
2515,  don t let other s emotions corrupt your mind  beacause that paves the path to,0
2516,  ?Watch Me   ANOHNI   ,0
2517,My new friend from the Memory Cafe supporting & raising money to help those with    pic.twitter.com YuN4foPKLY,0
2518,actually   EACH. AND. EVERY. GODDAMN. SONG. on the album is the strongest  sadest  and most beautiful song ever. <3  ,0
2519, NAME?,0
2520,I hate Twitter. Anyone  or  today  here are my . pic.twitter.com q6kKhO7MCR,0
2521,The best revenge ever is success  ëä ™,0
2522,Having a movie day with my favorite today  god I love my lil goth bean.,0
2523,Really miss family days out   pic.twitter.com J6Y3PbdCu7,1
2524,Ready to start my day after practising my daily  meditation.Today s focus was on  gratitude and there are so many things to be  grateful for,0
2525, ABCTV  AuSenate  annabelcrabb I confess I didn t watch last week.  bad Are you going to do an episode on accessibility?,0
2526, VarunsPrincess  Huhh It s awesome  ç nI m obsessed with it  ç ,0
2527,Microplush blankets are the  of  people.  pic.twitter.com rb53cZSTXP,0
2528,I know  can t just go and my  will always rear it s ugly head. But I need to get better.,1
2529,I almost died when i was a baby because i was in the womb for an additional month  i went  while in the womb and it burned my skin  went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it ,1
2530, is the thing which i hate the most and love to live with  for the simple reason that it keeps my mind working and keeps me awake,1
2531, Bethanblog Happy to help    If there is anything we can do for you please don t hesitate to ask.   Thanks   James K,0
2532,Everyone responds differently to  . Some patients take longer before noticing a difference in how they feel. .,0
2533,The fact that I m leaving warm weather and palm trees for negative weather and snow literally could make me cry.  ?? í ¥ ??Ø ∏      Ø ∏ ??? ??? ??? ,0
2534,  ìI couldn  be with people and I didn  want to be alone.  ,1
2535,Feeling lost    or having thoughts of ? Help is available. Call us 24 7 at  800  273 TALK  8255 . ,0
2536,I hate having being crushes in love ugh,1
2537,Can t believe I had 4 days off work and I m back in tomorrow  ????????,0
2538,Is  Tonysuniverse on Fourth of July holiday in his mind? nOr is the heatwave getting to him  ha? nGOTTA use your mic     nThanks for the giggle ,0
2539,Relative of a neighbor of mine died in accident while shopping for and on his little girl s birthday .Really?   ????????,0
2540,I m starting to wonder if  is actually looking out for me right now. I would say why but I m too embarrassed. I m 2 low class ,1
2541,Its  amazing watching various news outlets showing mixed crowds of ppl watching  Eclipse with NO  racial tension   MSM can t hide this ,0
2542,Finally a famous football team is in the UAE but as usual i have bad luck and i can t go see them    not only over this,0
2543,Drinking my first pint at 10 in the morning fact ,0
2544, johntassparker Well  at the time  I think there was that concern. Now it is all bright and shiny with a price tag to match.,0
2545,8 years ago I was at rock bottom  crippled by . Since then I ve come a long way & I m sure 2016 will continue the upward trend ,0
2546,With my  I find there is often a unattached feeling of despair that attaches itself to moments  the more fitting a moment the more it expands. People then think it s the sad moment that s the issue  but even without that  the depression is still there.,1
2547,Why does the president of the US tweet like Regina George? ,0
2548,Being single is not that bad  you got time stay focus on your plans and goals  you don t even have to deal with drama. Until 11pm hits and loneliness comes along ????   ,1
2549,  may the sadness not pull you in the void  may you speak your mind and let your feelings show  but sometimes you are numb to joy,0
2550,When you gotta hold your charger a certain way for your phone to charge feeling  lol,0
2551,You look tired  and a bit too quiet  is it the silence of hopelessness ?   ,1
2552, 17% of older people are in contact with family  friends and neighbours less than once a week and 11% are in contact less than once a month.   pic.twitter.com RoNJVWr7m4,0
2553,these gachas on both deresute and enstars. ,0
2554,Here is the message Cnbc is sending they Don t care that Melissa Lee has a horrible smile or a that Joe Kernan needs braces,0
2555,mood is often one of the early symptoms of hypothyroidism  reduced activity of the thyroid gland .,0
2556,My head is been hurting so much and I lost my appetite,1
2557,Definition of utter   Using PowerPoint on a .  It s like Microsoft did it on purpose .,0
2558,If I ever got paid to be in impractical jokers as one of the people to tell the guys what to do I would do that in a heartbeat  hilarious,0
2559,Noooo Jim??  ???  You will be missed next season  ,0
2560,So hard to fight the   especially during a chilly night with crickets singing ,1
2561,We will never again give back to violent men   This was a great song to hear live ??  í??  Ω,0
2562,Im not really sad . I just feel empty . ,1
2563,Squad of donkeys  managed by an idiot  owned by a C***. Down   Out before we get to 2016  ,0
2564,Sometimes i just want to be alone  . Forever  ,1
2565, stevenmnuchin1 Does your wife look  adorable at 6 00 a.m.?   AdorableWife   AdorableWedding   AdorableHoneymoon  AdorableJet   AdorableJob,0
2566, RandyRainbow Brilliant &amp  clever as always.  delight,0
2567, SonaFanArt Isnt it too early? Thats really interesting   i wonder what are they filming in kusadasi. It makes me so excited    ,0
2568,After the first quarter  sales of my game    plan to get 100.000 rubles  including the Russian market and the European  pic.twitter.com xpQfiqByav,0
2569,So good to see  richie porte smiling and feeling positive from his hospital bed on  sbstdf tonight. Get well soon  ,0
2570,Today is probably one of the worst days of my life and idk what to do  ,1
2571, alxcxrte You re not a baby boy and you re sulking. Au contrair©. [Chuckles as I shake my head],0
2572, 2 dosorder  hypomania and   is about 20%  while lesser grade Bipolar Spectrum Disorder is about 70 %,0
2573,Travelling state of mind.     pic.twitter.com 3xKR0fgmET,0
2574,Q  We all know 6 was afraid of 7 because 7 8 9  but why did 7 eat 9? A  Because you re supposed to get 3 squared meals a day    jokes  funny,0
2575,Can t eat. Can t sleep. Everything is just falling to pieces ?? I m so tired of watching my world crumble,1
2576,It takes less  muscles to  laugh than to  frown   stops facial &amp  mental aging too  Laugh strongly &amp  often to  lead effectively   leadership,0
